jurisdicción,sector,ámbito,departamento,código_de_departamento,localidad,código_de_localidad,cueanexo,nombre,domicilio,c._p.,teléfono,mail,nro
Santa Fe,Privado,Urbano,IRIONDO,82056,CAÑADA DE GOMEZ,82056005,820010300,E.E.S. ORIENTADA PART. INC. NRO 8055 SAN ANTONIO DE PADUA,CERINI 939 CENTRO ,S2500,03471 422065,sec8055_canadadegomez@santafe.edu.ar,8055
Santa Fe,Estatal,Urbano,CASEROS,82014,SAN JOSE DE LA ESQUINA,82014017,820010500,JARDIN DE INFANTES NUCLEADO NRO 21 DON MANUEL AGUADO,AVENIDA COLON 975 CENTRO ,S2185,03467 462012,jardin21_sanjosedelaesquina@santafe.edu.ar,21
Santa Fe,Estatal,Urbano,CASEROS,82014,SAN JOSE DE LA ESQUINA,82014017,820010501,NUCLEO I - JARDIN DE INFANTES NUCLEADO NRO 21 DON MANUEL AGUADO,AVENIDA BELGRANO 1225 CASADO ,S2185,03467 462011,jardin21_sanjosedelaesquina@santafe.edu.ar,21
Santa Fe,Estatal,Urbano,CASEROS,82014,LOS NOGALES,82014014,820010502,NUCLEO ITINERANTE II - JARDIN DE INFANTES NUCLEADO NRO 21 DON MANUEL AGUADO,WHEELWRIGHT Y FRANCIA S/N  LOS NOGALES,S2183,03467 462012,jardin21_sanjosedelaesquina@santafe.edu.ar,21
Santa Fe,Estatal,Urbano,CASEROS,82014,SAN JOSE DE LA ESQUINA,82014017,820010600,E.E.M.P.A. NRO 1006 DOCTOR JULIO ISIDRO MAIZTEGUI,AV. PELLEGRINI 719 BATIZ ,S2185,03467 461010,eempa1006_sanjosedelaesquina@santafe.edu.ar,1006
Santa Fe,Estatal,Urbano,CASEROS,82014,BERAVEBU,82014004,820010700,CENTRO ENSEÑANZA AGROPECUARIA NRO 1,   RUTA 93- ZONA RURAL,S2639,03465 498143,CEA1_BERABEVU@SANTAFE.EDU.AR,1
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820010800,ESCUELA PART. INC. NRO 1319 CIVILIZACION DEL AMOR,DONADO 1309 FONAVI SUPERCEMENTO FOREST Y DONADO,S2000,0341 4583294,primpri1319_rosario@santafe.edu.ar,1319
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820010900,ESCUELA ESP.PART. INC. NRO 1252 NUESTRA SEÑORA DE BETHARRAM,GARZON 950 BELGRANO ,S2000,0341 4576838,especial1252_rosario@santafe.edu.ar,1252
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820011000,E.E.M.P.A. NRO 1036 AMELIO SANTO FORESI,PEDRO LINO FUNES 1274 AZCUENAGA ,S2000,0341 4727588,eempa1036_rosario@santafe.edu.ar,1036
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820011100,JARDIN DE INFANTES NUCLEADO NRO 65 EL CEIBO DE ANAHI,GARZON 3550 TRIANGULO ,S2000,0341 4725532,jardin65_rosario@santafe.edu.ar,65
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820011101,NUCLEO I - JARDIN DE INFANTES NUCLEADO NRO 65 EL CEIBO DE ANAHI,BV SEGUI 5600  ,S2000,0341 4725517,jardin65_rosario@santafe.edu.ar,65
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820011200,ESCUELA NRO 112 LUIS CALDERON,RIOJA 5177 AZCUÉNAGA ,S2000,0341 4727608,prim112_rosario@santafe.edu.ar,112
Santa Fe,Privado,Urbano,CONSTITUCION,82028,ALCORTA,82028001,820011400,ESCUELA PART. INC. NRO 1120 SAN FRANCISCO,RIVADAVIA 351 CENTRO ,S2117,03465 470532,prim1120_alcorta@santafe.edu.ar,1120
Santa Fe,Privado,Urbano,CONSTITUCION,82028,ALCORTA,82028001,820011500,ESC. ESPECIAL PART. INC. NRO 1320 JESUS DE NAZARETH,LAS HERAS 592  ,S2117,03465 470779,especial1320_alcorta@santafe.edu.ar,1320
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820011600,I.S.P.I. NRO 9126 NUESTRA SEÑORA DE LA MEDALLA MILAGROSA,AGRELO 1970 ALBERDI ,S2000,0341 4555333,msuperior9126_rosario@santafe.edu.ar; msec9126_rosario@santafe.edu.ar,9126
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820011700,ESCUELA PART. INC. NRO 1154 NUESTRA SEÑORA DE LA MEDALLA MILAGROSA,AGRELO 1970 ALBERDI ,S2000,0341 4555333,prim1154_rosario@santafe.edu.ar,1154
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820011800,E.E.S. ORIENTADA PART. INC. NRO 8051 SAN FRANCISCO DE ASÍS,AVENIDA PUCCIO 527 ALBERDI ,S2000,0341 4552148,sec8051_rosario@santafe.edu.ar,8051
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820011900,ESCUELA PART. INC. NRO 1030 SAN FRANCISCO DE ASIS,AVENIDA PUCCIO 527 ALBERDI ,S2000,0341 4552148,prim1030_rosario@santafe.edu.ar,1030
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820012000,ESCUELA PART. INC. NRO 1388 EMILIO ORTIZ GROGNET,BV RONDEAU 2770 ALBERDI ,S2000,0341 4554375,prim1388_rosario@santafe.edu.ar,1388
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820012100,JARDIN DE INFANTES NRO 62 JOSE NICOLAS PUCCIO,CASTAGNINO 582 ALBERDI ,S2000,0341 4726553,jardin62_rosario@santafe.edu.ar,62
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820012300,ESCUELA NRO 57 JUANA ELENA BLANCO,PASCO 453 REPUBLICA DE LA SEXTA ,S2000,0341 4728672,prim57_rosario@santafe.edu.ar,57
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820012400,ESCUELA NRO 115 PROVINCIA DE SALTA,SAN NICOLAS 1571 ECHESORTU ,S2000,0341 4724507,prim115_rosario@santafe.edu.ar,115
Santa Fe,Estatal,Urbano,LAS COLONIAS,82070,SANTA CLARA DE BUENA VISTA,82070044,820012600,ESCUELA NRO 364 JOSE INGENIEROS,BUENOS AIRES 417  ,S2258,03404 493227,prim364_santaclaradebuenavista@santafe.edu.ar,364
Santa Fe,Estatal,Rural,LAS COLONIAS,82070,SAN MARIANO,82070043,820012601,C.E.R. NRO 7 LUIS VERNET,   PARAJE LA PENCA,S3011,03404 493227,cer7_sanmariano@santafe.edu.ar,7
Santa Fe,Estatal,Urbano,LAS COLONIAS,82070,SAN CARLOS CENTRO,82070037,820012700,E.E.S. ORIENTADA NRO 213 MANUEL BELGRANO,SARMIENTO 579  ,S3013,03404 420046,sec213_sancarloscentro@santafe.edu.ar,213
Santa Fe,Estatal,Rural,LAS COLONIAS,82070,SAN MARIANO,82070043,820012800,ESCUELA NRO 6028 MARIANO SAAVEDRA,AVELLANEDA S/N   ,S3011,03404 452056,prim6028_sanmariano@santafe.edu.ar,6028
Santa Fe,Estatal,Urbano,LAS COLONIAS,82070,SAN CARLOS CENTRO,82070037,820012900,E.E. TÉCNICO PROFESIONAL NRO 631 BENJAMÍN GOROSTIAGA,MITRE 474  ,S3013,03404 420151,sec631_sancarloscentro@santafe.edu.ar,631
Santa Fe,Estatal,Urbano,LAS COLONIAS,82070,SAN CARLOS CENTRO,82070037,820013000,ESCUELA NRO 356 MARIANO MORENO,SAN MARTIN 1777  ,S3013,03404 420374,prim356_sancarloscentro@santafe.edu.ar,356
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820013100,C.E.P.A. NRO 60,LAMADRID BIS 130 ESTEBAN ECHEVERRIA ,S2000,0341 4634543,cepa60_rosario@santafe.edu.ar,60
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820013101,GRADO RADIAL I - C.E.P.A. NRO 60,ESTEBAN DE LUCA 160  ,S2000,0341 4632922,cepa60_rosario@santafe.edu.ar,60
Santa Fe,Estatal,Urbano,ROSARIO,82084,GRANADERO BAIGORRIA,82084025,820013200,ESCUELA NRO 550 COOPERACION ESCOLAR,CATAMARCA 1093 LOS NARANJOS ,S2152,0341 4710379,prim550_granaderobaigorria@santafe.edu.ar,550
Santa Fe,Estatal,Urbano,ROSARIO,82084,GRANADERO BAIGORRIA,82084025,820013300,JARDIN DE INFANTES NUCLEADO NRO 162 CAMINO DE LOS GRANADEROS,MAIPU 1018 SAN MIGUEL ,S2152,0341 4714142,jardin162_granaderobaigorria@santafe.edu.ar,162
Santa Fe,Estatal,Urbano,ROSARIO,82084,GRANADERO BAIGORRIA,82084025,820013400,E.E.S. ORIENTADA NRO 422,EVA PERON 370 CENTRO ,S2152,0341 4711650,sec422_granaderobaigorria@santafe.edu.ar,422
Santa Fe,Estatal,Urbano,ROSARIO,82084,IBARLUCEA,82084026,820013500,E.E.S. ORIENTADA NRO 395 GOBERNADOR CARLOS SYLVESTRE BEGNIS,SAN MARTIN 1119  ,S2143,0341 4904138,sec395_ibarlucea@santafe.edu.ar,395
Santa Fe,Estatal,Urbano,ROSARIO,82084,GRANADERO BAIGORRIA,82084025,820013600,ESCUELA NRO 127 DOCTOR MANUEL ALBERTI,SAENZ 285 CENTRO ,S2152,0341 4710336,prim127_granaderobaigorria@santafe.edu.ar,127
Santa Fe,Privado,Urbano,ROSARIO,82084,GRANADERO BAIGORRIA,82084025,820013700,ESCUELA DE EDUC. ESP. PART. INC. 1383 NUESTRA SEÑORA DE LA ESPERANZA,BERNARDINO RIVADAVIA 179 CENTRO ,S2152,0341 4712073,especial1383_granaderobaigorria@santafe.edu.ar,1383
Santa Fe,Estatal,Urbano,ROSARIO,82084,IBARLUCEA,82084026,820013800,ESCUELA NRO 152 ESTANISLAO DEL CAMPO,AVDA. ROSARIO 1085  ,S2143,0341 4904032,prim152_ibarlucea@santafe.edu.ar,152
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820013900,E.E.M.P.A. NRO 1297 JUAN MANUEL DE ROSAS,LA PAZ 3050 PARQUE ,S2000,0341 4725536,eempa1297_rosario@santafe.edu.ar,1297
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820013901,EXTENSION AULICA E.E.M.P.A. NRO 1297,PASCUAL ROSAS 2808  ,S2000,- -,eempa1297_rosario@santafe.edu.ar,1297
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820014200,E.E.M.P.A. NRO 1299,CORDOBA 2635  ,S2000,0341 4721220,eempa1299_rosario@santafe.edu.ar,1299
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820014201,EXTENSION AULICA E.E.M.P.A. NRO 1299,RODRIGUEZ 901  ,S2000,- -,eempa1299_rosario@santafe.edu.ar,1299
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820014300,CENTRO FORMACION PROFESIONAL NRO 2,CRESPO 847 CENTRO ,S2000,0341 4724487,cfp2_rosario@santafe.edu.ar,2
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820014400,E.E.S. ORIENTADA PART. AUT. NRO 8240 MIRASOLES,SCHWEITZER 9351 CENTRO ,S2000,0341 5254810/11,sec8240_rosario@santafe.edu.ar,8240
Santa Fe,Privado,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820014600,E.E.S. ORIENTADA PART. INC. NRO 8245 NUESTRA SEÑORA DE GUADALUPE,AVENIDA CIRCUNVALACION MAR ARGENTINO S/N  PLAYA DE CAMIONES J.N.G PUERTO DE SANTA FE,S3000,0342 4561732,sec8245_santafe@santafe.edu.ar,8245
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820014700,ESCUELA NRO 8 CRISTOBAL COLON,FRANCIA 1557 SUR ,S3000,0342 4572942*2942,prim8_santafe@santafe.edu.ar,8
Santa Fe,Privado,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820014800,ESCUELA PART. INC. NRO 1001 SAN FRANCISCO,SAN MARTIN 1326 SUR ,S3000,0342 4591477,prim1001_santafe@santafe.edu.ar,1001
Santa Fe,Privado,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820014900,ESCUELA ESPECIAL PART. INC. NRO 1429 DOCTORA SARA FAISAL,URQUIZA 957 CENTENARIO ,S3000,0342 4597812,especial1429_santafe@santafe.edu.ar,1429
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820015100,E.E.S. ORIENTADA PART. INC. NRO 2063 NUESTRA SEÑORA DE LA ASUNCIÓN,MAIPU 1758 CENTRO ,S2000,0341 4851821,sec2063_rosario@santafe.edu.ar,2063
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820015200,ESCUELA PART. INC. NRO 1015 HOGAR MATERNAL 1,MAIPU 1727 CENTRO ,S2000,0341 4823723,prim1015_rosario@santafe.edu.ar,1015
Santa Fe,Estatal,Urbano,CASEROS,82014,CASILDA,82014006,820015400,JARDIN DE INFANTES NRO 82 COLMENITA,DANTE ALIGHIERI 2385 BARRACAS ,S2170,03464 424008,jardin82_casilda@santafe.edu.ar,82
Santa Fe,Estatal,Urbano,CASEROS,82014,CASILDA,82014006,820015500,INSTITUTO SUPERIOR DE PROFESORADO NRO 1 MANUEL LEIVA,DANTE ALIGHIERI 2385 BARRACAS ,S2170,03464 422333,superior1_casilda@santafe.edu.ar,1
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,FIRMAT,82042024,820015501,EXTENSIÓN ÁULICA I.S.P. NRO 1,MATIAS MUSSETTO 550 LA QUEMADA ,S2630,- -,superior1001_firmat@santafe.edu.ar; superior1_casilda@santafe.edu.ar,1
Santa Fe,Estatal,Urbano,CASEROS,82014,CASILDA,82014006,820015600,E.E.S. ORIENTADA NRO 202 MANUEL LEIVA,DANTE ALIGHIERI 2385 BARRACAS ,S2170,03464 422333,sec202_casilda@santafe.edu.ar,202
Santa Fe,Estatal,Urbano,CASEROS,82014,CASILDA,82014006,820015601,N.R.E.S. ORIENTADA NRO 1202,   COLONIA DESMOCHADO AFUERA,S2170, ,nucleo1202_casilda@santafe.edu.ar,1202
Santa Fe,Estatal,Urbano,CASEROS,82014,CASILDA,82014006,820015602,N.R.E.S. ORIENTADA NRO 2202,   ZONA RURAL - CAMPO COPPARI - COL.CANDELARIA FUNCIONA EN C.E.R. NRO 318,S2170, ,nucleo2202_casilda@santafe.edu.ar,2202
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820015700,E.E. TÉCNICO PROFESIONAL NRO 601 LEANDRO N. ALEM,SANTIAGO DE CHILE 2229 LA FLORIDA ,S3000,0342 4574772,sec601_santafe@santafe.edu.ar,601
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820016200,E.E.S. ORIENTADA PART. INC. NRO 3060 SAN JORGE,ITALIA 1143 CENTRO ,S2000,0341 4264932,sec3060_rosario@santafe.edu.ar,3060
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820016400,ESCUELA ESPECIAL PARTICULAR INCORPORADA 1303 I. R. A. L.,MITRE 3824  ,S2000,0341 4646216,especial1303_rosario@santafe.edu.ar,1303
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820016500,ESCUELA NRO 68 LEANDRO N. ALEM,ITALIA 1244 CENTRO ,S2000,0341 4721443,prim68_rosario@santafe.edu.ar,68
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820016600,ESCUELA PRIMARIA NOCTURNA NRO 10 JOSE INGENIEROS,ITALIA 1244 CENTRO ,S2000,0341 4721443,primadulto10_rosario@santafe.edu.ar,10
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820016601,GRADO RADIAL I - ESCUELA NOCTURNA NRO 10 JOSE INGENIEROS,MENDOZA 1247 CENTRO ,S2000,0341 4721443,primadulto10_rosario@santafe.edu.ar,10
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820016603,C.E.P.A. NRO 203 - ANEXO ESCUELA NOCTURNA NRO 10,SALTA 2560 ZONA CENTRO ,S2000,0341 4724501,cepa203_rosario@santafe.edu.ar,203
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820016605,CE.C.LA. NRO 119,ITALIA 1244 CENTRO ,S2000,- -,cecla119_rosario@santafe.edu.ar,119
Santa Fe,Estatal,Urbano,BELGRANO,82007,ARMSTRONG,82007001,820016800,JARDIN DE INFANTES NUCLEADO NRO 84 EL AROMO,PRESIDENTE PERON  1744 SUR ,S2508,03471 464030,jardin84_armstrong@santafe.edu.ar,84
Santa Fe,Estatal,Rural,BELGRANO,82007,ARMSTRONG,82007001,820016801,NUCLEO ITINERANTE I - JARDIN DE INFANTES NUCLEADO NRO 84 EL AROMO,RUTA PROVINCIAL NRO 15 KM 12   CAMPO SPAGNOLO,S2508,03471 490039,jardin84_armstrong@santafe.edu.ar,84
Santa Fe,Estatal,Rural,BELGRANO,82007,ARMSTRONG,82007001,820016900,ESCUELA NRO 635 JUAN BAUTISTA SPAGNOLO,RUTA PROVINCIAL NRO 15 KM 12   CAMPO SPAGNOLO,S2508,03471 490592,prim635_armstrong@santafe.edu.ar,635
Santa Fe,Privado,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820017000,E.E.S. ORIENTADA PART. INC. NRO 3083 DANTE ALIGHIERI,4 DE ENERO 2044 CENTRO ,S3000,0342 4593523,sec3083_santafe@santafe.edu.ar,3083
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,CARCARAÑA,82119003,820017100,CE.C.LA. NRO 17 MARTIN MIGUEL DE GÜEMES,MALVINAS ARGENTINAS 421 LAS DELICIAS CECLA NUMERO 17 MARTIN MIGUEL DE GUEMES,S2138,0341 4941804,cecla17_carcarana@santafe.edu.ar,17
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820017200,E.E.T.P.I. NRO 2048 ORATORIO DOMINGO SAVIO,DON BOSCO 10 LUDUEÑA NORTE ,S2000,0341 4398839,tnf2048_rosario@santafe.edu.ar,2048
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820017300,ESCUELA PRIMARIA NOCTURNA NRO 13 ALEJANDRO MARIA AGUADO,BV AVELLANEDA BIS 193 MALVINAS ,S2000,0341 3250153/4724477,primadulto13_rosario@santafe.edu.ar,13
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820017302,C.E.P.A. NRO 184 - ESCUELA NOCTURNA NRO 13,SAAVEDRA Y CULLEN   INSTITUTO REHABILITACION ADOLESCENTE ROSARIO (I.R.A.R.),S2000,0341 4724477,cepa184_rosario@santafe.edu.ar,184
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820017303,GRADO RADIAL II - ESCUELA NOCTURNA NRO 13,SAAVEDRA Y CULLEN   INSTITUTO REHABILITACION ADOLESCENTE ROSARIO (I.R.A.R.),S2000,- -,primadulto13_rosario@santafe.edu.ar,13
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820017304,CE.C.LA. NRO 54,TUCUMAN 3445 DOCTOR LUIS AGOTE ,S2000,0341 4392744,cecla54_rosario@santafe.edu.ar,54
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820017305,CE.C.LA. NRO 25,BV AVELLANEDA BIS 193 MALVINAS ,S2000,0341 4724477,cecla25_rosario@santafe.edu.ar,25
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820017400,E.E.M.P.A. NRO 1028 FRANCISCO CANDIOTI,RIVADAVIA 2933 PLAZA ESPAÑA ,S3000,0342 4577126,eempa1028_santafe@santafe.edu.ar,1028
Santa Fe,Privado,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820017500,I.S.P.I. NRO 4010 CIENCIAS COMERCIALES,AVENIDA URQUIZA 3108 CONSTITUYENTES ,S3000,0342 4520249,superior4010_santafe@santafe.edu.ar,4010
Santa Fe,Privado,Urbano,SAN JUSTO,82112,GOBERNADOR CRESPO,82112013,820017501,AULA RADIAL I.S.P.I. NRO 4010 CIENCIAS COMERCIALES,COMBATE DE SAN LORENZO 153  ,S3044,0342 4520249,superior4010_santafe@santafe.edu.ar,4010
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820017600,ESCUELA PART. INC. NRO 1028 NUESTRA SEÑORA DE LA ASUNCION,SAN MARTIN 1771 CENTRO ,S2000,0341 4823721,prim1028_rosario@santafe.edu.ar,1028
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820017700,ESCUELA PART. INC. NRO 1029 MADRE CABRINI,AVENIDA PELLEGRINI 669  ,S2000,0341 4823358,prim1029_rosario@santafe.edu.ar,1029
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820017800,ESCUELA NRO 90 MARÍA REMEDIOS DEL VALLE,CORDOBA 3845 ECHESORTU ,S2000,0341 4724470,prim90_rosario@santafe.edu.ar,90
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820017900,ESCUELA ESPECIAL PART. INC. NRO 1231 SANTA MARIA,COCHABAMBA 676 REPUBLICA DE LA SEXTA ,S2000,0341 4823358,especial1231_rosario@santafe.edu.ar,1231
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820018100,ESCUELA NRO 134 CORNELIO SAAVEDRA,RICCHIERI 1662 PARQUE ,S2000,0341 4724513,prim134_rosario@santafe.edu.ar,134
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820018200,ESCUELA PRIMARIA NOCTURNA NRO 2003 MARGARITA MAZZA DE CARLES,ESTANISLAO ZEBALLOS 2951 PARQUE UNIDAD PENAL NRO 3,S2000,0341 4724576,primadulto2003_rosario@santafe.edu.ar,2003
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820018201,GRADO RADIAL I - ESCUELA NOCTURNA NRO 2003 MARGARITA MAZZA DE CARLES,FRANCIA 4855  UNIDAD PENAL NRO 6,S2000,- -,primadulto2003_rosario@santafe.edu.ar,2003
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820018202,GRADO RADIAL II - ESCUELA NOCTURNA NRO 2003 MARGARITA MAZZA DE CARLES,BV 27 DE FEBRERO Y CALLE 1706   SUB UNIDAD NRO 3 - COMPLEJO PENITENCIARIO,S2000,- -,primadulto2003_rosario@santafe.edu.ar,2003
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820018203,GRADO RADIAL III - ESCUELA NOCTURNA NRO 2003 MARGARITA MAZZA DE CARLES,BV 27 DE FEBRERO 7899  UNIDAD PENAL NRO 5,S2000,- -,primadulto2003_rosario@santafe.edu.ar,2003
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820018300,E.E.M.P.A. NRO 1261 JOSE IGNACIO RUCCI,PANIZZA 2100 JOSE I RUCCI ,S2000,0341 4726570,eempa1261_rosario@santafe.edu.ar,1261
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820018400,ESCUELA PART. INC. NRO 1357 ESC. CRISTIANA EVANGÉLICA-NUEVA ALBERDI,PAUNERO 3223 NUEVO ALBERDI ,S2000,0341 5321672,primpri1357_rosario@santafe.edu.ar,1357
Santa Fe,Estatal,Rural,SAN LORENZO,82119,LUIS PALACIOS,82119009,820018500,ESCUELA NRO 237 FROYLAN PALACIOS,CALLE 10/ CEFERINO NAMUNCURA 501  ,S2142,03476 499172,prim237_luispalacios@santafe.edu.ar,237
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,RICARDONE,82119014,820018600,ESCUELA NRO 220 JUAN BAUTISTA CABRAL,PASAJE FRAY LUIS BELTRAN 840 CENTRO ,S2201,03476 492408,prim220_ricardone@santafe.edu.ar,220
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,FRAY LUIS BELTRAN,82119006,820018700,ESCUELA NRO 1085 REPUBLICA DE COLOMBIA,TENIENTE AGNETA 279 GARIBALDI ,S2156,03476 4916247,prim1085_frayluisbeltran@santafe.edu.ar,1085
Santa Fe,Privado,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820018800,ESCUELA PRIMARIA NOCTURNA PART. INC. NRO 1159 CEFERINO NAMUNCURA,12 DE OCTUBRE 9547 YAPEYU ,S3000,0342 4886927,primadulto1159_santafe@santafe.edu.ar,1159
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820018900,ESCUELA NRO 6341 JULIO RUBÉN CAO,AVENIDA BLAS PARERA 8785 ESTANISLAO LOPEZ ,S3000,0342 4578995,prim6341_santafe@santafe.edu.ar,6341
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820019000,E.E.S. ORIENTADA NRO 265 YAPEYÚ,AVENIDA 12 DE OCTUBRE 9300 YAPEYU ,S3000,0342 4579297,sec265_santafe@santafe.edu.ar,265
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820019100,JARDIN DE INFANTES NRO 33 JUANA PAULA MANSO,EDMUNDO ROSAS 8308 ESTANISLAO LOPEZ ,S3000,0342 4579009,jardin33_santafe@santafe.edu.ar,33
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820019300,E.E. TÉCNICO PROFESIONAL NRO 387 SAN AGUSTIN,FRANCISCO DE AROCA 9560 SAN AGUSTIN ,S3000,0342 4579024,sec387_santafe@santafe.edu.ar,387
Santa Fe,Privado,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820019400,ESCUELA PART. INC. NRO 1415 SANTA MONICA,SANTA CRUZ 7100 SAN AGUSTIN II ,S3000,0342 154876113,prim1415_santafe@santafe.edu.ar,1415
Santa Fe,Privado,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820019500,ESCUELA PART. INC. NRO 1342 JUAN MARCOS,MATHEU 6241 ACERIA-ESTANISLAO LOPEZ ,S3000,0342 4893610,prim1342_santafe@santafe.edu.ar,1342
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820019600,ESCUELA NRO 1321 DOCTOR AGUSTIN ZAPATA GOLLAN,BECK BERNARD 8100 LA ACERIA BERNARD Y MATHEU,S3000,0342 4579006,prim1321_santafe@santafe.edu.ar,1321
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820019700,ESCUELA ESPECIAL NRO 2028 PROFESORA RAQUEL PIETRANERA,25 DE MAYO 2379 CENTRO ,S3000,0342 4572913,especial2028_santafe@santafe.edu.ar,2028
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820019800,ESCUELA PRIMARIA NOCTURNA NRO 43 REPUBLICA DE MEXICO,SAN MARTIN 3459 RECOLETA ,S3000,0342 4572975,primadulto43_santafe@santafe.edu.ar,43
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820019802,C.E.P.A. NRO 51 - ESCUELA NOCTURNA NRO 43,ENTRE RIOS 2670  ,S3000,0342 4525787,cepa51_santafe@santafe.edu.ar,51
Santa Fe,Estatal,Rural,LA CAPITAL,82063,LA GUARDIA,82063037,820019804,GRADO RADIAL III - C.E.P.A. NRO 51 CENTRO DE DIA MANA,GUINUANES 4994 LA GUARDIA CENTRO DE DIA MANA (LA GUARDIA),S3001,- -,cepa51_santafe@santafe.edu.ar,51
